RES	NOISE_FRAC	TIME	STATE	COUNTEREXAMPLE	COMMAND
safe	0.0001	0.0020751953125	[0.45076063, -0.29677534, 0.047275744, 0.3294736]	None	1
safe	0.0002	0.0018014907836914062	[0.45076063, -0.29677534, 0.047275744, 0.3294736]	None	1
safe	0.0001	0.0020079612731933594	[0.45088673, -1.0759624, 0.0524956, 1.4722954]	None	0
safe	0.0128	0.2951984405517578	[0.45088673, -1.0759624, 0.0524956, 1.4722954]	None	0
safe	0.0001	0.0022156238555908203	[0.42936748, -0.88152015, 0.08194151, 1.1964604]	None	0
safe	0.0001	0.0022842884063720703	[0.41173708, -0.6875489, 0.105870716, 0.93054354]	None	0
safe	0.0001	0.0019249916076660156	[0.49209756, -0.09999999, 0.0058536585, -1.0903289e-08]	None	1
safe	0.0001	0.0019919872283935547	[0.49009755, -0.29520538, 0.0058536585, 0.29452404]	None	1
safe	0.0001	0.0018699169158935547	[0.48419344, -0.4904103, 0.01174414, 0.5890474]	None	1
safe	0.0002	0.0016713142395019531	[0.47438523, -0.6856947, 0.023525087, 0.8854065]	None	1
safe	0.004	0.002001047134399414	[-0.25329268, 0.33544734, -0.017560976, -0.879887]	None	1
safe	0.002	0.0017769336700439453	[-0.24658373, 0.14056832, -0.035158716, -0.5927762]	None	1
safe	0.001	0.00231170654296875	[-0.24485324, -0.248466, -0.053241685, -0.033878986]	None	0
safe	0.001	0.0022695064544677734	[-0.24982256, -0.052622568, -0.053919263, -0.3428735]	None	1
safe	0.002	0.0019500255584716797	[-0.25581375, -0.050999347, -0.062130116, -0.37889123]	None	1
safe	0.001	0.002332925796508789	[-0.25329268, -0.054795567, -0.017560976, -0.2945326]	None	0
safe	0.001	0.002086639404296875	[-0.2543886, 0.1405723, -0.023451628, -0.59270185]	None	1
safe	0.002	0.001941680908203125	[-0.25266144, 0.14139313, -0.04145561, -0.61110246]	None	1
safe	0.001	0.0020558834075927734	[-0.24983357, -0.053125627, -0.05367766, -0.33175948]	None	1
safe	0.002	0.0019922256469726562	[-0.25584498, -0.051511522, -0.061442353, -0.36756095]	None	1
safe	0.004	0.2550938129425049	[-0.24485324, 0.14171484, -0.053241685, -0.6185036]	None	1
safe	0.002	0.0024497509002685547	[-0.24201895, -0.05262458, -0.06561176, -0.34305316]	None	1
safe	0.001	0.002759695053100586	[-0.24307145, -0.24675472, -0.07247282, -0.07176052]	None	1
safe	0.001	0.0022759437561035156	[-0.25581375, -0.44113794, -0.062130116, 0.20523617]	None	0
safe	0.002	0.0018222332000732422	[-0.25266144, -0.24881521, -0.04145561, -0.0261547]	None	0
safe	0.001	0.0021512508392333984	[-0.25870022, -0.24762408, -0.04861118, -0.052468784]	None	0
safe	0.001	0.0019762516021728516	[-0.2636527, -0.05184003, -0.049660556, -0.360084]	None	1
safe	0.001	0.0021762847900390625	[-0.25584498, -0.4416517, -0.061442353, 0.21658525]	None	0
safe	0.004	0.2826652526855469	[-0.24800655, -0.050672628, -0.07390803, -0.38639995]	None	1
safe	0.002	0.0018763542175292969	[-0.24982256, -0.44278562, -0.053919263, 0.24154176]	None	0
safe	0.001	0.2290053367614746	[-0.25867826, -0.24693657, -0.04908843, -0.067649454]	None	0
safe	0.001	0.002185821533203125	[-0.26361698, -0.051146466, -0.050441418, -0.37540704]	None	1
safe	0.002	0.0021162033081054688	[-0.26361698, -0.44132164, -0.050441418, 0.20915069]	None	0
safe	0.004	0.001974821090698242	[-0.250875, 0.14322336, -0.060776733, -0.6520601]	None	1
safe	0.002	0.00213623046875	[-0.24801053, -0.051001873, -0.07381793, -0.37911752]	None	1
safe	0.008	0.0030837059020996094	[-0.25584882, 0.33833447, -0.06135605, -0.9448301]	None	1
safe	0.002	0.0019338130950927734	[-0.2665041, -0.6378171, -0.03691539, 0.5323178]	None	0
safe	0.004	0.0020885467529296875	[-0.27926046, -0.4421959, -0.026269035, 0.22823529]	None	0
safe	0.004	0.0020673274993896484	[-0.27926046, -0.8324009, -0.026269035, 0.813144]	None	0
safe	0.004	0.002229452133178711	[-0.24308813, 0.14303717, -0.07210169, -0.64838696]	None	1
safe	0.004	0.0026063919067382812	[-0.24022739, -0.05101018, -0.085069425, -0.37925172]	None	1
safe	0.004	0.001971721649169922	[-0.25938186, -0.44444072, -0.023600418, 0.2777529]	None	0
safe	0.004	0.0020673274993896484	[-0.26827067, -0.24899018, -0.01804536, -0.022279155]	None	0
safe	0.001	0.002212047576904297	[-0.27325046, -0.05361415, -0.018490944, -0.32060054]	None	0
safe	0.001	0.0020821094512939453	[-0.27432275, -0.24846795, -0.024902955, -0.03380583]	None	0
safe	0.002	0.0020895004272460938	[-0.27432275, -0.24846795, -0.024902955, -0.03380583]	None	0
safe	0.001	0.0024175643920898438	[-0.2792921, -0.0529979, -0.02557907, -0.3342407]	None	0
safe	0.004	0.0018239021301269531	[-0.2714874, 0.33722696, -0.037284095, -0.91947794]	None	1
